===== git status =====
COMMAND: git status --short --branch
START: 2026-04-21T06:15:32Z
## HEAD (no branch)
?? docs/audit-remediation/20260421-phase-0-command-log.txt
EXIT: 0
END: 2026-04-21T06:15:32Z

===== git rev-parse HEAD =====
COMMAND: git rev-parse HEAD
START: 2026-04-21T06:15:32Z
2ffe1c499710cf7bc684927f8f17bd7574ee32d2
EXIT: 0
END: 2026-04-21T06:15:32Z

===== dependency availability =====
COMMAND: bash -lc printf "web_node_modules="; test -d web/node_modules && echo present || echo missing; printf "root_node_modules="; test -d node_modules && echo present || echo missing; printf "backend_venv_test="; test -x backend/.venv-test/bin/python && echo present || echo missing; printf "pnpm="; command -v pnpm || true; pnpm --version 2>/dev/null || true; printf "node="; node --version 2>/dev/null || true; printf "python3="; python3 --version 2>/dev/null || true; printf "uv="; command -v uv || true
START: 2026-04-21T06:15:32Z
web_node_modules=missing
root_node_modules=missing
backend_venv_test=missing
pnpm=/Users/zhaozengqing/.volta/bin/pnpm
10.20.0
node=v22.14.0
python3=Python 3.9.6
uv=/Users/zhaozengqing/.local/bin/uv
EXIT: 0
END: 2026-04-21T06:15:33Z

===== git diff --check =====
COMMAND: git diff --check
START: 2026-04-21T06:15:33Z
EXIT: 0
END: 2026-04-21T06:15:33Z

===== web typecheck =====
COMMAND: pnpm --dir web exec tsc --noEmit --pretty false
START: 2026-04-21T06:15:33Z
next.config.ts(1,33): error TS2307: Cannot find module 'next' or its corresponding type declarations.
src/components/ui/chat-bubble.tsx(89,29): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/chat-bubble.tsx(90,33): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/chat-bubble.tsx(91,33): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/chat-bubble.tsx(92,33): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/chat-bubble.tsx(93,29): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/chat-bubble.tsx(95,29): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/chat-bubble.tsx(96,33): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/chat-bubble.tsx(96,45): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/chat-bubble.tsx(98,37): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/chat-bubble.tsx(99,41): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/chat-bubble.tsx(99,131): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/chat-bubble.tsx(100,41): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/chat-bubble.tsx(102,49): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/chat-bubble.tsx(103,53): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/chat-bubble.tsx(105,53): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/chat-bubble.tsx(106,53): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/chat-bubble.tsx(106,109): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/chat-bubble.tsx(107,49): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/chat-bubble.tsx(109,41): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/chat-bubble.tsx(110,37): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/chat-bubble.tsx(112,29): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/chat-bubble.tsx(116,29): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/chat-bubble.tsx(118,29): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/chat-bubble.tsx(122,29): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/chat-bubble.tsx(124,29): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/chat-bubble.tsx(126,21): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/chat-bubble.tsx(129,25): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/chat-bubble.tsx(131,25): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/chat-bubble.tsx(133,17): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/chat-bubble.tsx(134,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/checkbox.tsx(3,24): error TS2307: Cannot find module 'react' or its corresponding type declarations.
src/components/ui/checkbox.tsx(5,23): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
src/components/ui/checkbox.tsx(13,6): error TS7031: Binding element 'className' implicitly has an 'any' type.
src/components/ui/checkbox.tsx(13,17): error TS7031: Binding element 'checked' implicitly has an 'any' type.
src/components/ui/checkbox.tsx(13,26): error TS7031: Binding element 'onCheckedChange' implicitly has an 'any' type.
src/components/ui/checkbox.tsx(13,43): error TS7031: Binding element 'disabled' implicitly has an 'any' type.
src/components/ui/checkbox.tsx(13,65): error TS7006: Parameter 'ref' implicitly has an 'any' type.
src/components/ui/checkbox.tsx(14,5): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/checkbox.tsx(14,5): error TS2875: This JSX tag requires the module path 'react/jsx-runtime' to exist, but none could be found. Make sure you have types for the appropriate package installed.
src/components/ui/checkbox.tsx(24,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/checkbox.tsx(28,24): error TS7006: Parameter 'e' implicitly has an 'any' type.
src/components/ui/checkbox.tsx(40,5): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/confirm-dialog.tsx(3,27): error TS2307: Cannot find module 'react' or its corresponding type declarations.
src/components/ui/confirm-dialog.tsx(13,31): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
src/components/ui/confirm-dialog.tsx(53,9): error TS2875: This JSX tag requires the module path 'react/jsx-runtime' to exist, but none could be found. Make sure you have types for the appropriate package installed.
src/components/ui/confirm-dialog.tsx(56,21): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/confirm-dialog.tsx(57,25): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/confirm-dialog.tsx(59,25): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/confirm-dialog.tsx(60,25): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/confirm-dialog.tsx(63,25): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/confirm-dialog.tsx(64,21): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/empty-state.tsx(3,24): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
src/components/ui/empty-state.tsx(10,12): error TS2503: Cannot find namespace 'React'.
src/components/ui/empty-state.tsx(15,9): error TS2875: This JSX tag requires the module path 'react/jsx-runtime' to exist, but none could be found. Make sure you have types for the appropriate package installed.
src/components/ui/empty-state.tsx(16,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/empty-state.tsx(18,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/empty-state.tsx(19,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/empty-state.tsx(19,74): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/empty-state.tsx(20,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/empty-state.tsx(20,70): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/glass-card.tsx(4,34): error TS2503: Cannot find namespace 'React'.
src/components/ui/glass-card.tsx(5,16): error TS2503: Cannot find namespace 'React'.
src/components/ui/glass-card.tsx(12,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/glass-card.tsx(12,9): error TS2875: This JSX tag requires the module path 'react/jsx-runtime' to exist, but none could be found. Make sure you have types for the appropriate package installed.
src/components/ui/glass-card.tsx(21,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/glass-card.tsx(24,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/glass-modal.tsx(4,24): error TS2307: Cannot find module 'react' or its corresponding type declarations.
src/components/ui/glass-modal.tsx(5,34): error TS2307: Cannot find module '@radix-ui/react-dialog' or its corresponding type declarations.
src/components/ui/glass-modal.tsx(6,19): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
src/components/ui/glass-modal.tsx(20,6): error TS7031: Binding element 'className' implicitly has an 'any' type.
src/components/ui/glass-modal.tsx(20,29): error TS7006: Parameter 'ref' implicitly has an 'any' type.
src/components/ui/glass-modal.tsx(87,6): error TS7031: Binding element 'className' implicitly has an 'any' type.
src/components/ui/glass-modal.tsx(87,17): error TS7031: Binding element 'children' implicitly has an 'any' type.
src/components/ui/glass-modal.tsx(87,39): error TS7006: Parameter 'forwardedRef' implicitly has an 'any' type.
src/components/ui/glass-modal.tsx(106,21): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/glass-modal.tsx(106,49): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/glass-modal.tsx(118,5): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/glass-modal.tsx(132,5): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/glass-modal.tsx(145,6): error TS7031: Binding element 'className' implicitly has an 'any' type.
src/components/ui/glass-modal.tsx(145,29): error TS7006: Parameter 'ref' implicitly has an 'any' type.
src/components/ui/glass-modal.tsx(160,6): error TS7031: Binding element 'className' implicitly has an 'any' type.
src/components/ui/glass-modal.tsx(160,29): error TS7006: Parameter 'ref' implicitly has an 'any' type.
src/components/ui/glass-modal.tsx(193,9): error TS2875: This JSX tag requires the module path 'react/jsx-runtime' to exist, but none could be found. Make sure you have types for the appropriate package installed.
src/components/ui/glass-sheet.test.tsx(1,43): error TS2307: Cannot find module '@testing-library/react' or its corresponding type declarations.
src/components/ui/glass-sheet.test.tsx(2,42): error TS2307: Cannot find module 'vitest' or its corresponding type declarations.
src/components/ui/glass-sheet.test.tsx(11,13): error TS2875: This JSX tag requires the module path 'react/jsx-runtime' to exist, but none could be found. Make sure you have types for the appropriate package installed.
src/components/ui/glass-sheet.test.tsx(12,17): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/glass-sheet.test.tsx(12,26): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/glass-sheet.tsx(3,24): error TS2307: Cannot find module 'react' or its corresponding type declarations.
src/components/ui/glass-sheet.tsx(4,30): error TS2307: Cannot find module 'react-dom' or its corresponding type declarations.
src/components/ui/glass-sheet.tsx(5,51): error TS2307: Cannot find module 'framer-motion' or its corresponding type declarations.
src/components/ui/glass-sheet.tsx(6,19): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
src/components/ui/glass-sheet.tsx(81,9): error TS2875: This JSX tag requires the module path 'react/jsx-runtime' to exist, but none could be found. Make sure you have types for the appropriate package installed.
src/components/ui/glass-tooltip.tsx(3,24): error TS2307: Cannot find module 'react' or its corresponding type declarations.
src/components/ui/glass-tooltip.tsx(4,35): error TS2307: Cannot find module '@radix-ui/react-tooltip' or its corresponding type declarations.
src/components/ui/glass-tooltip.tsx(16,6): error TS7031: Binding element 'className' implicitly has an 'any' type.
src/components/ui/glass-tooltip.tsx(16,45): error TS7006: Parameter 'ref' implicitly has an 'any' type.
src/components/ui/glass-tooltip.tsx(17,5): error TS2875: This JSX tag requires the module path 'react/jsx-runtime' to exist, but none could be found. Make sure you have types for the appropriate package installed.
src/components/ui/input.tsx(1,24): error TS2307: Cannot find module 'react' or its corresponding type declarations.
src/components/ui/input.tsx(7,8): error TS7031: Binding element 'className' implicitly has an 'any' type.
src/components/ui/input.tsx(7,19): error TS7031: Binding element 'type' implicitly has an 'any' type.
src/components/ui/input.tsx(7,37): error TS7006: Parameter 'ref' implicitly has an 'any' type.
src/components/ui/input.tsx(9,13): error TS2875: This JSX tag requires the module path 'react/jsx-runtime' to exist, but none could be found. Make sure you have types for the appropriate package installed.
src/components/ui/input.tsx(9,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/mobile-table-card.tsx(3,19): error TS2307: Cannot find module 'react' or its corresponding type declarations.
src/components/ui/mobile-table-card.tsx(33,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/mobile-table-card.tsx(33,9): error TS2875: This JSX tag requires the module path 'react/jsx-runtime' to exist, but none could be found. Make sure you have types for the appropriate package installed.
src/components/ui/mobile-table-card.tsx(41,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/mobile-table-card.tsx(42,17): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/mobile-table-card.tsx(44,25): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/mobile-table-card.tsx(46,25): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/mobile-table-card.tsx(48,21): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/mobile-table-card.tsx(49,25): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/mobile-table-card.tsx(56,25): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/mobile-table-card.tsx(57,38): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/mobile-table-card.tsx(57,70): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/mobile-table-card.tsx(58,21): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/mobile-table-card.tsx(59,17): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/mobile-table-card.tsx(60,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/mobile-table-card.tsx(64,17): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/mobile-table-card.tsx(66,25): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/mobile-table-card.tsx(67,29): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/mobile-table-card.tsx(67,131): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/mobile-table-card.tsx(68,29): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/mobile-table-card.tsx(68,84): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/mobile-table-card.tsx(69,25): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/mobile-table-card.tsx(71,17): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/mobile-table-card.tsx(76,17): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/mobile-table-card.tsx(78,17): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/mobile-table-card.tsx(80,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/radar-chart.tsx(3,100): error TS2307: Cannot find module 'recharts' or its corresponding type declarations.
src/components/ui/radar-chart.tsx(13,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/radar-chart.tsx(13,9): error TS2875: This JSX tag requires the module path 'react/jsx-runtime' to exist, but none could be found. Make sure you have types for the appropriate package installed.
src/components/ui/radar-chart.tsx(27,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/responsive-table-wrapper.tsx(1,24): error TS2307: Cannot find module 'react' or its corresponding type declarations.
src/components/ui/responsive-table-wrapper.tsx(16,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/responsive-table-wrapper.tsx(16,9): error TS2875: This JSX tag requires the module path 'react/jsx-runtime' to exist, but none could be found. Make sure you have types for the appropriate package installed.
src/components/ui/responsive-table-wrapper.tsx(17,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/responsive-table-wrapper.tsx(17,63): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/responsive-table-wrapper.tsx(18,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/responsive-table-wrapper.tsx(18,70): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/responsive-table-wrapper.tsx(19,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/skeleton.tsx(6,4): error TS2503: Cannot find namespace 'React'.
src/components/ui/skeleton.tsx(8,9): error TS2875: This JSX tag requires the module path 'react/jsx-runtime' to exist, but none could be found. Make sure you have types for the appropriate package installed.
src/components/ui/skeleton.tsx(8,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/status-indicator.tsx(7,47): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
src/components/ui/status-indicator.tsx(18,18): error TS2875: This JSX tag requires the module path 'react/jsx-runtime' to exist, but none could be found. Make sure you have types for the appropriate package installed.
src/components/ui/status-indicator.tsx(33,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/status-indicator.tsx(35,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/status-indicator.tsx(41,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/status-indicator.tsx(42,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/swipeable-item.tsx(3,33): error TS2307: Cannot find module 'react' or its corresponding type declarations.
src/components/ui/swipeable-item.tsx(4,47): error TS2307: Cannot find module 'framer-motion' or its corresponding type declarations.
src/components/ui/swipeable-item.tsx(5,24): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
src/components/ui/swipeable-item.tsx(37,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/swipeable-item.tsx(37,9): error TS2875: This JSX tag requires the module path 'react/jsx-runtime' to exist, but none could be found. Make sure you have types for the appropriate package installed.
src/components/ui/swipeable-item.tsx(39,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/swipeable-item.tsx(41,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/swipeable-item.tsx(55,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/switch.tsx(3,24): error TS2307: Cannot find module 'react' or its corresponding type declarations.
src/components/ui/switch.tsx(12,6): error TS7031: Binding element 'className' implicitly has an 'any' type.
src/components/ui/switch.tsx(12,17): error TS7031: Binding element 'checked' implicitly has an 'any' type.
src/components/ui/switch.tsx(12,26): error TS7031: Binding element 'onCheckedChange' implicitly has an 'any' type.
src/components/ui/switch.tsx(12,43): error TS7031: Binding element 'disabled' implicitly has an 'any' type.
src/components/ui/switch.tsx(12,65): error TS7006: Parameter 'ref' implicitly has an 'any' type.
src/components/ui/switch.tsx(13,5): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/switch.tsx(13,5): error TS2875: This JSX tag requires the module path 'react/jsx-runtime' to exist, but none could be found. Make sure you have types for the appropriate package installed.
src/components/ui/switch.tsx(20,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/switch.tsx(24,24): error TS7006: Parameter 'e' implicitly has an 'any' type.
src/components/ui/switch.tsx(29,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/switch.tsx(35,5): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/tabs.tsx(3,69): error TS2307: Cannot find module 'react' or its corresponding type declarations.
src/components/ui/tabs.tsx(50,9): error TS2875: This JSX tag requires the module path 'react/jsx-runtime' to exist, but none could be found. Make sure you have types for the appropriate package installed.
src/components/ui/tabs.tsx(51,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/tabs.tsx(51,64): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/tabs.tsx(60,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/tabs.tsx(62,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/tabs.tsx(75,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/tabs.tsx(90,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/tabs.tsx(105,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/tabs.tsx(107,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/toast.tsx(3,88): error TS2307: Cannot find module 'react' or its corresponding type declarations.
src/components/ui/toast.tsx(4,54): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
src/components/ui/toast.tsx(33,18): error TS2875: This JSX tag requires the module path 'react/jsx-runtime' to exist, but none could be found. Make sure you have types for the appropriate package installed.
src/components/ui/toast.tsx(47,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/toast.tsx(49,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/toast.tsx(49,73): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/toast.tsx(50,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/toast.tsx(52,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/toast.tsx(53,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/toast.tsx(61,19): error TS7006: Parameter 'prev' implicitly has an 'any' type.
src/components/ui/toast.tsx(61,39): error TS7006: Parameter 't' implicitly has an 'any' type.
src/components/ui/toast.tsx(66,19): error TS7006: Parameter 'prev' implicitly has an 'any' type.
src/components/ui/toast.tsx(88,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/components/ui/toast.tsx(89,29): error TS7006: Parameter 'toast' implicitly has an 'any' type.
src/components/ui/toast.tsx(90,32): error TS2322: Type '{ key: any; toast: any; onClose: () => any; }' is not assignable to type '{ toast: Toast; onClose: () => void; }'.
  Property 'key' does not exist on type '{ toast: Toast; onClose: () => void; }'.
src/components/ui/toast.tsx(92,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/hooks/audio-worklet-processor.test.ts(14,54): error TS2307: Cannot find module 'vitest' or its corresponding type declarations.
src/hooks/audio-worklet-processor.test.ts(15,21): error TS2307: Cannot find module 'fast-check' or its corresponding type declarations.
src/hooks/audio-worklet-processor.test.ts(173,10): error TS7006: Parameter 'audioSamples' implicitly has an 'any' type.
src/hooks/audio-worklet-processor.test.ts(218,10): error TS7006: Parameter 'audioSamples' implicitly has an 'any' type.
src/hooks/audio-worklet-processor.test.ts(247,10): error TS7006: Parameter 'audioChunks' implicitly has an 'any' type.
src/hooks/audio-worklet-processor.test.ts(279,10): error TS7006: Parameter 'multiplier' implicitly has an 'any' type.
src/hooks/use-audio-recorder.test.ts(13,65): error TS2307: Cannot find module 'vitest' or its corresponding type declarations.
src/hooks/use-audio-recorder.test.ts(15,21): error TS2307: Cannot find module 'fast-check' or its corresponding type declarations.
src/hooks/use-audio-recorder.test.ts(217,10): error TS7006: Parameter 'forceScriptProcessor' implicitly has an 'any' type.
src/hooks/use-audio-recorder.test.ts(217,32): error TS7006: Parameter 'hasAudioWorkletNode' implicitly has an 'any' type.
src/hooks/use-audio-recorder.test.ts(217,53): error TS7006: Parameter 'hasAudioWorkletInContext' implicitly has an 'any' type.
src/hooks/use-audio-recorder.test.ts(238,10): error TS7006: Parameter 'hasAudioWorkletNode' implicitly has an 'any' type.
src/hooks/use-audio-recorder.test.ts(238,31): error TS7006: Parameter 'hasAudioWorkletInContext' implicitly has an 'any' type.
src/hooks/use-audio-recorder.test.ts(259,10): error TS7006: Parameter 'hasAudioWorkletNode' implicitly has an 'any' type.
src/hooks/use-audio-recorder.test.ts(259,31): error TS7006: Parameter 'hasAudioWorkletInContext' implicitly has an 'any' type.
src/hooks/use-audio-recorder.test.ts(286,10): error TS7006: Parameter 'samples' implicitly has an 'any' type.
src/hooks/use-audio-recorder.test.ts(286,19): error TS7006: Parameter 'inputRate' implicitly has an 'any' type.
src/hooks/use-audio-recorder.test.ts(286,30): error TS7006: Parameter 'outputRate' implicitly has an 'any' type.
src/hooks/use-audio-recorder.test.ts(302,10): error TS7006: Parameter 'samples' implicitly has an 'any' type.
src/hooks/use-audio-recorder.test.ts(341,10): error TS7006: Parameter 'samples' implicitly has an 'any' type.
src/hooks/use-audio-recorder.test.ts(360,10): error TS7006: Parameter 'samples' implicitly has an 'any' type.
